Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Discount,Total_Cost,Gross_Sales,Discount_Amount
1033,2023-11-14,David,South,4011.8,23,Furniture,2981.5,3360.4,0.22,68574.5,77289.2,17003.624
1076,2023-12-16,Eve,East,7160.75,30,Clothing,3519.63,3774.65,0.2,105588.90000000001,113239.5,22647.9
1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,0.07,33384.45,35781.24,2504.6868
1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.95,0.03,20372.850000000002,23030.55,690.9164999999999
1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,0.17,195408.13999999998,202784.32,34473.33440000001
1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,0.17,3290.89,3317.75,564.0175
1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,0.06,91760.24,105889.51999999999,6353.3712
1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,0.02,116677.4,131758.2,2635.164
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.14,0.02,6987.200000000001,8955.539999999999,179.11079999999998
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,0.3,69271.94,76114.1,22834.23
1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,0.24,63615.84,70761.44,16982.7456
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,0.28,10273.68,13951.710000000001,3906.478800000001
1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,0.06,31056.32,42586.88,2555.2128
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,0.29,71348.25,73326.9,21264.800999999996
1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545.0,0.04,13067.880000000001,18540.0,741.6
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,0.15,44271.15,47097.93,7064.6894999999995
1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,0.25,218232.00000000003,232502.40000000002,58125.600000000006
1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,0.1,51615.34,51952.880000000005,5195.2880000000005
1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,0.13,28104.0,30707.36,3991.9568000000004
1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,0.04,34175.92,35342.32,1413.6928
1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.66,0.04,16829.640000000003,23048.82,921.9528
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,0.19,42533.76,44683.92,8489.9448
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.91,0.2,2543.26,2637.91,527.582
1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,0.23,178634.9,192170.00999999998,44199.1023
1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.47,0.17,102612.0,120298.79999999999,20450.796
1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,0.19,131047.98,151205.88,28729.1172
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,0.0,26563.02,27709.77,0.0
1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,0.05,94258.70999999999,108357.6,5417.880000000001
1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,0.3,165612.35,180040.13999999998,54012.041999999994
1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,0.02,98003.40000000001,103529.45999999999,2070.5892
1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,0.2,54139.05,54468.170000000006,10893.634000000002
1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,0.05,75203.7,86687.7,4334.385
1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,0.22,85727.68,100872.96,22192.0512
1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,0.21,108497.70000000001,117770.16,24731.7336
1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,0.07,86906.61,91595.7,6411.6990000000005
1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,0.08,73457.58,79071.51,6325.7208
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,0.2,184966.4,189279.19999999998,37855.84
1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.37,0.12,94543.8,103232.51,12387.901199999998
1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,0.06,16987.38,19241.88,1154.5128
1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,0.22,74216.12,76004.72,16721.0384
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,0.05,176138.74,192866.71999999997,9643.336
1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,0.26,115250.56,120500.86,31330.2236
1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,0.15,185975.55,208084.50000000003,31212.675000000003
1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,0.03,27676.88,29257.84,877.7352
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,0.21,114065.28,118048.84,24790.2564
1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.44,0.16,61107.899999999994,70042.56,11206.8096
1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,0.09,75554.15000000001,83453.3,7510.797
1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,0.13,53243.63,53727.19,6984.5347
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,0.09,79342.56,86382.48,7774.423199999999
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6,0.08,139344.24000000002,154183.4,12334.672
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,0.05,98030.94,105844.62000000001,5292.231000000001
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,0.11,5906.46,5955.04,655.0544
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,0.08,106164.40000000001,117172.8,9373.824
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,0.21,72363.21,73045.69,15339.5949
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,0.21,139529.91,153318.75,32196.9375
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,0.15,28171.92,29216.600000000002,4382.49
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,0.23,40510.66,48275.41,11103.3443
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,0.25,14333.699999999999,16457.82,4114.455
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,0.17,36521.99,41435.77,7044.0809
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,0.19,99202.8,107803.72,20482.7068
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.91,0.08,58656.64,60729.479999999996,4858.3584
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,0.27,2073.52,2378.7,642.249
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,0.01,79465.98,96026.0,960.26
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,0.1,15087.49,31855.15,3185.5150000000003
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,0.22,11600.56,11642.04,2561.2488000000003
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,0.02,94062.98000000001,100687.84000000001,2013.7568000000003
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,0.05,94644.42,104068.38,5203.419000000001
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,0.18,89863.55,105209.86,18937.7748
1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,0.17,20683.0,22833.86,3881.7562000000003
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.33,0.22,37823.04,42023.88,9245.2536
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,0.24,35752.34,37477.049999999996,8994.491999999998
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,0.04,34397.76,47759.36,1910.3744000000002
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,0.01,46625.39,50653.88,506.5388
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,0.21,49053.22,59243.770000000004,12441.191700000001
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,0.09,153078.12,169929.72000000003,15293.674800000003
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,0.19,92758.54,107578.35999999999,20439.888399999996
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,0.05,24044.12,32600.769999999997,1630.0384999999999
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,0.14,142485.35,150664.5,21093.030000000002
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,0.15,80364.3,84192.42,12628.863
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,0.18,24074.4,42701.2,7686.215999999999
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,0.15,80458.84000000001,87032.40000000001,13054.86
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,0.15,2928.74,3027.74,454.16099999999994
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,0.1,150685.08,157328.22,15732.822
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,0.02,22303.62,22931.64,458.6328
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,0.03,107840.16,119334.72,3580.0416
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,0.13,57908.8,75030.0,9753.9
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,0.11,14873.76,30299.609999999997,3332.9570999999996
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.22,0.15,52670.88,58274.64,8741.196
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,0.09,29263.28,29834.16,2685.0744
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,0.21,37013.76,41746.8,8766.828
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,0.26,48270.4,48651.68,12649.436800000001
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,0.09,4185.04,5901.16,531.1043999999999
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,0.06,169353.46,176413.48,10584.8088
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,0.03,27226.76,41273.759999999995,1238.2127999999998
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,0.18,1862.7299999999998,11590.83,2086.3494
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,0.13,22814.46,24800.04,3224.0052
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,0.06,138014.56,145542.08,8732.5248
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,0.2,46654.08,54357.76,10871.552000000001
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.43,0.04,3837.96,9629.16,385.1664
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,0.17,49740.12,54446.54,9255.911800000002
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,0.16,60504.72,66385.20000000001,10621.632000000001
1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,0.22,15708.98,22522.64,4954.9808
1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,0.02,196627.5,197185.05000000002,3943.7010000000005
1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,0.27,12029.75,17335.0,4680.450000000001
1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,0.21,83726.70000000001,85740.18,18005.437799999996
1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732.0,0.06,10417.53,11196.0,671.76
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,0.06,32296.08,32826.24,1969.5743999999997
1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,0.13,131879.58,140673.54,18287.5602
1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,0.25,37399.14,38462.4,9615.6
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,0.25,25796.42,32850.74,8212.685
1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,0.16,91804.79999999999,101765.59999999999,16282.496
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,0.26,111604.40000000001,127694.79999999999,33200.648
1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,0.0,15312.0,19555.6,0.0
1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,0.01,41472.25,47576.57000000001,475.7657000000001
1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.71,0.27,4786.049999999999,4877.13,1316.8251
1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,0.23,87343.20000000001,90015.12,20703.4776
1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,0.14,19958.45,22274.850000000002,3118.4790000000007
1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,0.23,12519.119999999999,13087.32,3010.0836
1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,0.29,133097.85,134738.91,39074.283899999995
1047,2023-04-14,Eve,West,7146.06,16,Clothing,3966.86,4321.04,0.23,63469.76,69136.64,15901.4272
1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,0.25,148315.65,155995.41999999998,38998.854999999996
1003,2023-07-17,Eve,West,5738.44,15,Electronics,1729.14,1870.88,0.23,25937.100000000002,28063.2,6454.536
1001,2023-05-14,Eve,South,2669.46,35,Electronics,2745.75,3244.76,0.05,96101.25,113566.6,5678.330000000001
1005,2023-03-08,Alice,North,4426.26,12,Clothing,253.29,683.78,0.25,3039.48,8205.36,2051.34
1090,2023-06-28,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,0.06,153212.08000000002,161817.57,9709.0542
1014,2023-02-11,David,West,823.51,44,Food,2257.48,2747.81,0.27,99329.12,120903.64,32643.9828
1027,2023-01-15,Bob,West,6261.2,26,Food,149.11,477.67,0.14,3876.8600000000006,12419.42,1738.7188
1009,2023-04-21,Eve,North,9813.66,47,Clothing,359.41,733.0,0.2,16892.27,34451.0,6890.200000000001
1079,2023-06-06,David,South,1982.07,34,Furniture,1967.96,1993.4,0.15,66910.64,67775.6,10166.34
1015,2023-10-16,Charlie,North,7946.69,23,Food,2937.94,3007.53,0.03,67572.62,69173.19,2075.1957
1090,2023-08-19,Bob,West,9088.2,31,Clothing,2347.81,2668.02,0.09,72782.11,82708.62,7443.775799999999
1042,2023-06-06,Bob,North,9442.65,20,Food,3115.06,3565.58,0.3,62301.2,71311.6,21393.48
1077,2023-02-07,Eve,West,9605.34,12,Clothing,2427.46,2743.09,0.29,29129.52,32917.08,9545.9532
1051,2023-04-07,Alice,West,5262.45,23,Electronics,3325.43,3401.1,0.1,76484.89,78225.3,7822.530000000001
1063,2023-10-16,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,0.3,4538.68,4805.56,1441.6680000000001
1096,2023-09-11,Eve,South,7597.37,23,Electronics,608.57,1032.22,0.25,13997.11,23741.06,5935.265
1052,2023-07-15,Charlie,East,1700.55,48,Food,3002.35,3080.61,0.18,144112.8,147869.28,26616.4704
1096,2023-03-27,Alice,North,4821.31,48,Clothing,2449.21,2714.12,0.01,117562.08,130277.76,1302.7776
1004,2023-11-18,Alice,East,7211.48,1,Food,182.99,211.18,0.27,182.99,211.18,57.018600000000006
1094,2023-01-10,Eve,North,2548.67,25,Electronics,1933.39,1982.92,0.17,48334.75,49573.0,8427.41
1023,2023-01-05,Alice,East,6442.09,2,Clothing,575.32,914.77,0.26,1150.64,1829.54,475.6804
1015,2023-05-03,David,South,6699.34,30,Food,2680.22,3027.92,0.25,80406.59999999999,90837.6,22709.4
1043,2023-11-26,Bob,South,1710.73,3,Electronics,2009.1,2186.42,0.25,6027.299999999999,6559.26,1639.815
1029,2023-12-19,Eve,North,5694.34,21,Food,3085.1,3200.75,0.21,64787.1,67215.75,14115.307499999999
1036,2023-04-28,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,0.09,100943.25,111161.25,10004.512499999999
1013,2023-10-21,David,East,5039.07,20,Electronics,1533.36,1649.74,0.1,30667.199999999997,32994.8,3299.4800000000005
1032,2023-06-08,Eve,West,219.82,49,Electronics,4812.41,5088.0,0.09,235808.09,249312.0,22438.079999999998
1071,2023-10-30,Alice,West,189.48,22,Electronics,2701.39,3185.81,0.01,59430.579999999994,70087.81999999999,700.8782
1059,2023-08-16,Alice,West,3634.59,21,Clothing,3110.54,3192.99,0.17,65321.34,67052.79,11398.9743
1086,2023-12-31,Alice,South,9269.32,33,Clothing,3419.33,3890.36,0.21,112837.89,128381.88,26960.1948
1028,2023-08-04,Alice,North,2363.9,38,Clothing,3350.32,3449.94,0.26,127312.16,131097.72,34085.4072
1066,2023-07-03,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,0.04,38689.65,43010.4,1720.4160000000002
1042,2023-01-15,David,South,2298.55,46,Furniture,2172.38,2367.11,0.16,99929.48000000001,108887.06000000001,17421.929600000003
1045,2023-06-06,Bob,South,3284.53,15,Electronics,316.22,799.04,0.0,4743.3,11985.599999999999,0.0
1062,2023-05-16,Charlie,North,8495.62,46,Furniture,159.32,303.36,0.03,7328.719999999999,13954.560000000001,418.63680000000005
1057,2023-09-18,Charlie,West,7315.73,25,Food,1821.91,2027.74,0.02,45547.75,50693.5,1013.87
1006,2023-06-06,Bob,East,1044.45,21,Electronics,1701.62,2193.22,0.22,35734.02,46057.619999999995,10132.676399999998
1028,2023-02-16,Bob,East,4344.15,24,Electronics,1969.09,2241.96,0.02,47258.159999999996,53807.04,1076.1408000000001
1028,2023-11-20,Alice,East,388.78,5,Food,734.92,991.21,0.21,3674.6,4956.05,1040.7705
1044,2023-11-28,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,0.07,22223.579999999998,23041.44,1612.9008000000001
1084,2023-06-22,Eve,North,6658.1,49,Furniture,4291.97,4645.64,0.26,210306.53,227636.36000000002,59185.45360000001
1030,2023-05-10,Bob,South,1273.18,43,Clothing,4696.64,4713.68,0.24,201955.52000000002,202688.24000000002,48645.1776
1062,2023-04-05,Bob,North,2959.96,48,Food,2487.19,2521.45,0.29,119385.12,121029.59999999999,35098.583999999995
1075,2023-04-25,David,West,4038.58,44,Furniture,3519.29,3822.98,0.27,154848.76,168211.12,45417.002400000005
1092,2023-08-31,Eve,South,9203.36,47,Food,4284.98,4462.4,0.28,201394.05999999997,209732.8,58725.184
1089,2023-10-19,Eve,West,9933.22,23,Food,2120.54,2597.67,0.26,48772.42,59746.41,15534.066600000002
1062,2023-10-09,Bob,East,544.62,4,Electronics,1581.59,2034.15,0.21,6326.36,8136.6,1708.686
1097,2023-10-26,Alice,East,7633.98,27,Electronics,4686.79,5046.51,0.05,126543.33,136255.77000000002,6812.7885000000015
1001,2023-10-10,David,West,3780.07,18,Furniture,2602.6,3013.49,0.08,46846.799999999996,54242.81999999999,4339.4256
1027,2023-03-10,Eve,South,3985.34,21,Food,2511.41,2848.4,0.06,52739.61,59816.4,3588.984
1062,2023-05-28,Bob,South,7567.22,28,Electronics,933.16,1004.7,0.18,26128.48,28131.600000000002,5063.688
1077,2023-01-11,Eve,North,9192.42,35,Electronics,585.37,970.49,0.15,20487.95,33967.15,5095.0725
1003,2023-09-11,David,East,9514.19,22,Food,4218.43,4331.42,0.26,92805.46,95291.24,24775.722400000002
1070,2023-11-26,David,North,5813.51,40,Furniture,3089.96,3258.45,0.29,123598.4,130338.0,37798.02
1072,2023-12-26,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,0.12,38245.09,47707.75,5724.929999999999
1027,2023-02-07,Bob,West,7896.74,3,Food,999.09,1271.99,0.15,2997.27,3815.9700000000003,572.3955
1009,2023-05-14,David,West,2584.91,40,Furniture,2799.71,3231.08,0.29,111988.4,129243.2,37480.528
1062,2023-07-19,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,0.08,29404.0,30547.9,2443.8320000000003
1037,2023-01-23,Charlie,East,3649.93,25,Food,1074.62,1382.43,0.24,26865.499999999996,34560.75,8294.58
1097,2023-10-30,Eve,West,6600.65,49,Electronics,4264.46,4315.52,0.07,208958.54,211460.48,14802.233600000001
1051,2023-12-12,Eve,North,2479.95,8,Clothing,467.11,792.21,0.2,3736.88,6337.68,1267.536
1044,2023-10-29,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,0.08,19939.260000000002,24159.300000000003,1932.7440000000004
1024,2023-12-29,Eve,North,9190.57,5,Furniture,3417.9,3714.52,0.27,17089.5,18572.6,5014.602
1079,2023-08-06,David,North,1107.86,45,Clothing,1406.9,1547.35,0.17,63310.50000000001,69630.75,11837.2275
1059,2023-05-21,Alice,North,5108.98,37,Electronics,4146.99,4172.35,0.06,153438.63,154376.95,9262.617
1032,2023-04-14,David,North,2286.44,45,Clothing,3712.35,3780.88,0.07,167055.75,170139.6,11909.772
1096,2023-07-29,Charlie,West,485.41,38,Electronics,3955.66,4270.59,0.15,150315.08,162282.42,24342.363
1088,2023-04-21,Charlie,East,456.59,29,Furniture,639.58,1107.45,0.29,18547.82,32116.050000000003,9313.6545
1052,2023-04-14,David,North,1834.7,5,Furniture,745.71,856.91,0.23,3728.55,4284.55,985.4465000000001
1062,2023-11-12,Eve,South,8681.03,9,Electronics,1468.05,1838.21,0.15,13212.449999999999,16543.89,2481.5834999999997
1058,2023-06-20,Eve,West,2896.54,48,Clothing,2614.48,3049.04,0.1,125495.04000000001,146353.91999999998,14635.392
1052,2023-12-22,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,0.16,7505.36,8035.82,1285.7312
1012,2023-11-20,Bob,North,5858.06,1,Food,4190.83,4528.77,0.22,4190.83,4528.77,996.3294000000001
1039,2023-05-13,Eve,West,4422.48,40,Furniture,3536.46,3945.82,0.24,141458.4,157832.80000000002,37879.872
1002,2023-10-20,David,North,5842.88,30,Clothing,4646.55,4784.28,0.1,139396.5,143528.4,14352.84
1003,2023-11-24,Eve,East,5215.31,11,Food,3706.78,3862.26,0.22,40774.58,42484.86,9346.6692
1056,2023-05-07,David,East,7611.88,28,Clothing,1566.03,1576.34,0.2,43848.84,44137.52,8827.503999999999
1081,2023-04-16,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,0.29,59934.600000000006,81139.08,23530.333199999997
1059,2023-04-02,Eve,West,3595.2,12,Food,3496.15,3955.75,0.28,41953.8,47469.0,13291.320000000002
1002,2023-10-14,David,South,8951.53,39,Clothing,1004.71,1389.35,0.24,39183.69,54184.649999999994,13004.315999999999
1002,2023-02-20,Charlie,West,9469.92,26,Food,508.94,557.69,0.22,13232.44,14499.940000000002,3189.9868000000006
1092,2023-01-29,Bob,South,8936.33,13,Clothing,2684.5,2913.78,0.08,34898.5,37879.14,3030.3312
1054,2023-10-23,David,East,4252.54,8,Food,4117.13,4177.06,0.25,32937.04,33416.48,8354.12
1087,2023-10-24,Bob,East,7825.62,28,Clothing,551.83,569.63,0.13,15451.240000000002,15949.64,2073.4532
1096,2023-08-02,Bob,North,4815.72,30,Electronics,3969.86,4281.79,0.08,119095.8,128453.7,10276.296
1097,2023-09-24,Alice,East,5025.64,9,Food,4067.28,4548.09,0.12,36605.520000000004,40932.81,4911.937199999999
1001,2023-09-14,Eve,South,2126.33,39,Food,2437.26,2889.67,0.25,95053.14000000001,112697.13,28174.2825
1019,2023-10-29,David,West,5952.19,31,Food,333.69,685.1,0.04,10344.39,21238.100000000002,849.5240000000001
1002,2023-04-11,Bob,North,1942.75,21,Food,914.22,971.57,0.14,19198.62,20402.97,2856.4158
1053,2023-12-12,Alice,South,3382.49,47,Electronics,3551.76,3696.1,0.15,166932.72,173716.69999999998,26057.504999999997
